Consumidor;NBO 1;NBO 2;NBO 3;NBO 4;NBO 5;Score NBO 1;Score NBO 2;Score NBO 3;Score NBO 4;Score NBO 5
15420;8;29;35;51;74;0,910;0,730;0,540;0,510;0,690
15421;18;21;45;54;76;0,800;0,840;0,530;0,530;0,570
15422;20;23;47;56;79;0,880;0,980;0,840;0,730;0,820
15423;10;26;48;61;80;0,610;0,980;0,830;0,970;0,700
15424;13;27;39;60;72;0,880;0,970;0,730;0,520;0,960
15425;10;32;35;60;79;0,630;0,540;0,810;0,550;0,800
15426;16;22;37;61;79;0,660;0,670;0,530;0,550;0,670
15427;3;29;40;60;69;0,920;0,590;0,960;0,520;0,820
15428;15;33;34;56;73;0,920;0,870;0,510;0,560;0,850
15429;1;31;42;65;80;0,710;0,930;0,670;0,880;0,630
15430;6;25;40;55;73;0,750;0,710;0,940;0,940;0,850
15431;11;25;50;58;67;0,940;0,520;0,650;0,590;0,740
15432;11;29;50;65;79;0,620;0,640;0,960;0,710;0,760
15433;6;29;34;51;72;0,620;0,850;0,720;0,960;0,770
15434;13;21;49;65;76;0,590;0,540;0,570;0,640;0,720
15435;15;32;43;61;71;0,690;0,810;0,640;0,520;0,570
15436;4;33;46;59;78;0,860;0,850;0,590;0,900;0,700
15437;4;31;44;53;71;0,860;0,520;0,640;0,560;0,980
15438;7;25;41;65;74;0,560;0,570;0,880;0,600;0,630
15439;4;26;35;58;77;0,600;0,810;0,690;0,580;0,940
15440;1;29;45;62;69;0,880;0,970;0,510;0,610;0,580
15441;17;27;35;56;80;0,670;0,700;0,910;0,880;0,850
15442;11;30;35;55;70;0,900;0,900;0,880;0,850;0,870
15443;15;24;49;59;73;0,740;0,890;0,730;0,520;0,890
15444;10;21;43;66;80;0,750;0,870;0,580;0,920;0,940
15445;2;22;46;54;71;0,720;0,950;0,520;0,860;0,630
15446;18;21;40;61;70;0,710;0,720;0,570;0,530;0,840
15447;3;22;45;63;78;0,590;0,820;0,650;0,860;0,520
15448;6;21;49;60;80;0,950;0,700;0,840;0,840;0,570
15449;13;33;42;61;73;0,520;0,540;0,720;0,760;0,640
15450;7;26;50;51;77;0,600;0,680;0,700;0,580;0,960
15451;7;28;41;59;71;0,770;0,960;0,910;0,640;0,760
15452;17;30;37;56;67;0,950;0,850;0,970;0,600;0,580
15453;15;31;43;55;77;0,800;0,610;0,860;0,680;0,980
15454;5;33;50;58;70;0,820;0,560;0,630;0,940;0,890
15455;2;25;37;52;69;0,830;0,880;0,850;0,510;0,660
15456;18;25;40;59;76;0,860;0,810;0,530;0,660;0,850
15457;12;25;44;58;67;0,970;0,880;0,640;0,900;0,810
15458;19;31;38;57;72;0,750;0,830;0,600;0,890;0,560
15459;19;26;38;66;76;0,770;0,980;0,920;0,940;0,940
15460;11;21;45;52;77;0,820;0,740;0,560;0,800;0,570
15461;4;29;44;65;67;0,840;0,560;0,630;0,920;0,930
15462;17;31;35;66;73;0,620;0,700;0,840;0,750;0,970
15463;3;28;44;60;80;0,970;0,830;0,710;0,940;0,720
15464;8;23;37;59;69;0,850;0,680;0,520;0,550;0,510
15465;3;30;42;59;68;0,840;0,630;0,790;0,570;0,700
15466;11;29;34;56;71;0,650;0,760;0,790;0,920;0,520
15467;20;23;36;60;74;0,930;0,650;0,770;0,670;0,880
15468;18;21;38;66;68;0,670;0,940;0,610;0,800;0,660
15469;18;27;46;59;70;0,770;0,510;0,830;0,590;0,720
15470;17;22;35;62;80;0,540;0,800;0,530;0,730;0,730
15471;16;21;38;63;79;0,590;0,540;0,970;0,840;0,760
15472;2;33;34;54;76;0,760;0,970;0,960;0,710;0,870
15473;8;22;44;65;76;0,600;0,730;0,920;0,620;0,900
15474;9;28;49;56;78;0,950;0,820;0,520;0,940;0,770
15475;13;29;38;55;71;0,510;0,530;0,870;0,550;0,750
15476;10;29;47;58;70;0,640;0,980;0,560;0,730;0,900
15477;9;25;40;53;73;0,790;0,580;0,580;0,980;0,730
15478;4;28;42;53;68;0,930;0,860;0,630;0,960;0,830
15479;1;23;44;66;68;0,630;0,780;0,950;0,630;0,890
15480;11;27;44;66;68;0,700;0,790;0,970;0,670;0,980
15481;13;25;37;57;76;0,890;0,770;0,850;0,630;0,980
15482;10;29;36;54;68;0,960;0,770;0,700;0,820;0,870
15483;1;21;35;53;72;0,700;0,770;0,870;0,520;0,530
15484;7;27;43;52;79;0,710;0,980;0,820;0,920;0,800
15485;3;27;37;63;78;0,910;0,960;0,680;0,520;0,960
15486;2;33;41;52;72;0,650;0,740;0,840;0,790;0,750
15487;8;30;45;64;74;0,740;0,820;0,640;0,930;0,960
15488;8;21;36;56;70;0,890;0,950;0,730;0,760;0,740
15489;7;24;39;61;74;0,620;0,730;0,910;0,960;0,580
15490;4;27;46;64;72;0,510;0,670;0,800;0,560;0,530
15491;7;22;39;63;74;0,520;0,750;0,720;0,710;0,830
15492;7;21;41;63;74;0,930;0,670;0,940;0,750;0,520
15493;14;21;44;65;75;0,890;0,960;0,930;0,740;0,890
15494;10;32;35;59;71;0,710;0,680;0,890;0,760;0,790
15495;18;28;50;55;80;0,660;0,720;0,590;0,960;0,790
15496;12;27;48;64;70;0,610;0,550;0,880;0,590;0,920
15497;14;30;42;56;72;0,540;0,820;0,540;0,510;0,600
15498;10;30;40;54;75;0,620;0,620;0,900;0,550;0,860
15499;11;25;47;52;71;0,780;0,880;0,680;0,710;0,680
15500;8;23;49;55;73;0,940;0,670;0,580;0,780;0,790
15501;17;29;42;57;74;0,940;0,750;0,510;0,890;0,960
15502;17;22;36;63;73;0,800;0,640;0,590;0,970;0,710
15503;1;30;46;62;76;0,750;0,860;0,770;0,910;0,980
15504;19;33;46;57;75;0,780;0,650;0,700;0,810;0,530
15505;3;31;47;61;73;0,630;0,850;0,700;0,610;0,980
15506;7;29;43;53;76;0,690;0,730;0,670;0,860;0,730
15507;11;29;36;58;71;0,760;0,520;0,690;0,580;0,980
15508;20;26;40;66;70;0,570;0,980;0,970;0,510;0,810
15509;4;22;35;58;76;0,730;0,740;0,580;0,930;0,540
15510;7;32;50;61;73;0,660;0,960;0,930;0,630;0,650
15511;9;30;34;54;78;0,740;0,740;0,820;0,570;0,970
15512;9;24;45;63;76;0,590;0,810;0,980;0,720;0,660
15513;6;22;48;66;74;0,830;0,800;0,810;0,550;0,630
15514;11;28;46;51;78;0,800;0,800;0,700;0,670;0,630
15515;16;26;35;54;71;0,740;0,710;0,730;0,970;0,950
15516;16;21;45;55;79;0,940;0,720;0,620;0,880;0,610
15517;11;28;42;63;79;0,580;0,740;0,950;0,610;0,740
15518;15;30;39;56;68;0,980;0,680;0,520;0,700;0,820
15519;15;26;48;56;72;0,740;0,750;0,750;0,780;0,820
15520;13;31;41;51;77;0,910;0,890;0,750;0,670;0,630
15521;15;23;49;54;77;0,700;0,610;0,530;0,560;0,960
15522;12;29;37;63;73;0,680;0,760;0,750;0,660;0,750
15523;2;30;41;61;67;0,840;0,610;0,600;0,570;0,860
15524;1;25;47;61;70;0,680;0,700;0,840;0,530;0,970
15525;8;26;38;66;77;0,520;0,910;0,780;0,730;0,770
15526;7;29;44;59;73;0,610;0,690;0,710;0,870;0,550
15527;14;30;37;54;79;0,760;0,780;0,700;0,970;0,780
15528;14;29;43;61;78;0,800;0,530;0,940;0,770;0,550
15529;15;33;34;53;70;0,870;0,710;0,670;0,860;0,610
15530;7;21;46;52;70;0,660;0,620;0,770;0,860;0,800
15531;16;33;50;64;71;0,510;0,750;0,680;0,660;0,710
15532;3;22;34;54;73;0,680;0,690;0,580;0,570;0,750
15533;7;24;37;53;74;0,640;0,520;0,680;0,970;0,570
15534;4;32;41;58;72;0,620;0,590;0,710;0,800;0,780
15535;10;27;44;66;77;0,570;0,830;0,980;0,980;0,770
15536;6;33;49;62;78;0,860;0,890;0,570;0,890;0,900
15537;18;29;38;64;74;0,890;0,790;0,530;0,650;0,770
15538;6;33;41;65;68;0,640;0,700;0,780;0,890;0,980
15539;11;28;41;56;74;0,810;0,770;0,940;0,740;0,640
15540;4;32;35;64;70;0,690;0,520;0,860;0,540;0,810
15541;3;31;35;58;71;0,760;0,950;0,890;0,690;0,550
15542;6;32;43;51;77;0,860;0,870;0,850;0,560;0,510
15543;9;31;34;52;74;0,910;0,960;0,540;0,800;0,530
15544;4;23;46;51;71;0,640;0,900;0,700;0,510;0,700
15545;8;25;34;61;69;0,680;0,940;0,800;0,920;0,610
15546;15;28;34;60;72;0,700;0,790;0,750;0,810;0,810
15547;4;27;36;66;72;0,740;0,750;0,720;0,880;0,580
15548;1;30;45;62;72;0,940;0,710;0,690;0,790;0,620
15549;4;25;41;62;67;0,600;0,810;0,980;0,880;0,570
15550;18;23;49;55;74;0,940;0,510;0,800;0,650;0,680
15551;11;25;42;66;79;0,630;0,910;0,870;0,850;0,660
15552;13;25;34;61;68;0,710;0,870;0,960;0,970;0,550
15553;5;26;49;60;73;0,750;0,720;0,940;0,910;0,810
15554;10;21;35;62;78;0,730;0,560;0,610;0,540;0,900
15555;6;28;37;53;74;0,710;0,870;0,770;0,920;0,840
15556;7;29;36;65;77;0,740;0,940;0,920;0,570;0,870
15557;4;32;37;53;68;0,790;0,660;0,930;0,610;0,670
15558;8;29;41;60;72;0,820;0,510;0,610;0,980;0,970
15559;4;22;40;65;73;0,550;0,600;0,800;0,820;0,600
15560;16;23;39;56;79;0,620;0,550;0,900;0,640;0,850
15561;9;28;48;55;67;0,700;0,600;0,720;0,640;0,740
15562;6;28;44;61;75;0,780;0,820;0,620;0,730;0,550
15563;16;33;41;53;71;0,550;0,790;0,590;0,610;0,600
15564;15;31;42;60;75;0,580;0,630;0,770;0,510;0,660
15565;13;25;38;64;75;0,970;0,870;0,910;0,980;0,720
15566;17;31;43;54;73;0,590;0,820;0,980;0,890;0,600
15567;5;33;46;56;80;0,920;0,970;0,650;0,590;0,610
15568;13;26;41;54;74;0,730;0,670;0,870;0,560;0,880
15569;9;23;39;61;72;0,750;0,920;0,980;0,760;0,710
15570;9;25;36;51;68;0,590;0,950;0,780;0,540;0,790
15571;17;25;41;54;70;0,720;0,940;0,560;0,570;0,860
15572;11;32;37;61;69;0,760;0,950;0,770;0,680;0,650
15573;15;23;40;51;71;0,780;0,790;0,840;0,800;0,680
15574;17;22;44;66;73;0,530;0,610;0,810;0,570;0,960
15575;11;26;37;59;72;0,900;0,730;0,970;0,760;0,710
15576;5;24;35;58;73;0,680;0,810;0,590;0,570;0,870
15577;2;25;44;64;73;0,840;0,970;0,690;0,770;0,920
15578;5;24;35;59;74;0,960;0,760;0,600;0,760;0,650
15579;15;26;36;62;79;0,780;0,670;0,890;0,750;0,960
15580;19;25;35;62;75;0,590;0,980;0,790;0,560;0,570
15581;8;31;45;61;78;0,690;0,720;0,910;0,620;0,780
15582;8;22;48;51;80;0,930;0,610;0,950;0,730;0,680
15583;4;30;34;52;71;0,870;0,580;0,930;0,540;0,580
15584;9;31;41;52;69;0,730;0,640;0,690;0,940;0,770
15585;20;22;45;57;79;0,670;0,610;0,890;0,930;0,750
15586;7;24;47;63;79;0,580;0,920;0,790;0,540;0,770
15587;14;30;34;52;68;0,640;0,790;0,720;0,940;0,980
15588;7;26;47;60;67;0,940;0,510;0,680;0,850;0,770
15589;5;25;48;59;78;0,720;0,730;0,970;0,650;0,670
15590;9;32;34;60;76;0,860;0,580;0,760;0,950;0,770
15591;15;25;44;51;78;0,780;0,730;0,850;0,690;0,790
15592;14;28;38;65;79;0,640;0,570;0,520;0,930;0,970
15593;4;26;47;60;69;0,690;0,580;0,800;0,650;0,800
15594;19;28;36;55;78;0,960;0,560;0,770;0,580;0,650
15595;11;22;45;62;79;0,780;0,850;0,670;0,670;0,690
15596;13;31;34;51;69;0,680;0,600;0,930;0,710;0,640
15597;2;22;48;54;72;0,620;0,800;0,890;0,550;0,590
15598;18;21;37;52;72;0,830;0,980;0,930;0,550;0,640
15599;10;31;48;63;78;0,770;0,770;0,660;0,870;0,680
15600;8;31;34;60;76;0,680;0,940;0,550;0,640;0,790
15601;14;32;49;59;79;0,910;0,870;0,600;0,780;0,820
15602;11;30;46;59;71;0,690;0,540;0,980;0,980;0,910
15603;12;22;47;57;73;0,610;0,670;0,860;0,930;0,720
15604;9;21;41;60;72;0,840;0,840;0,720;0,510;0,750
15605;10;27;44;61;69;0,880;0,750;0,900;0,770;0,660
15606;14;27;46;66;70;0,910;0,760;0,770;0,800;0,580
15607;8;24;41;64;69;0,790;0,830;0,900;0,700;0,790
15608;13;26;39;66;76;0,870;0,980;0,520;0,540;0,810
15609;6;27;45;51;78;0,930;0,970;0,900;0,570;0,570
15610;19;32;49;55;79;0,620;0,930;0,560;0,680;0,940
15611;14;22;36;62;72;0,830;0,650;0,770;0,740;0,810
15612;2;26;38;59;70;0,940;0,800;0,970;0,540;0,820
15613;15;28;37;63;68;0,670;0,820;0,680;0,940;0,510
15614;16;29;44;62;72;0,900;0,810;0,920;0,540;0,610
15615;20;31;40;61;70;0,610;0,930;0,730;0,510;0,860
15616;16;22;46;59;72;0,790;0,600;0,720;0,570;0,930
15617;11;28;48;54;71;0,890;0,780;0,770;0,800;0,850
15618;4;26;46;54;75;0,860;0,780;0,550;0,710;0,790
15619;2;26;42;61;80;0,600;0,640;0,800;0,770;0,780
15620;8;30;43;59;80;0,700;0,760;0,880;0,590;0,740
15621;6;26;39;64;79;0,640;0,850;0,660;0,590;0,960
15622;9;22;39;58;74;0,530;0,670;0,850;0,660;0,720
15623;4;25;39;64;80;0,740;0,900;0,830;0,910;0,620
15624;20;31;43;59;68;0,840;0,530;0,610;0,900;0,550
15625;8;31;46;54;70;0,960;0,710;0,710;0,520;0,890
15626;4;21;43;58;75;0,710;0,890;0,670;0,940;0,830
15627;7;25;43;52;80;0,510;0,620;0,740;0,520;0,950
15628;12;27;50;65;75;0,580;0,640;0,630;0,900;0,750
15629;2;24;47;55;68;0,600;0,590;0,870;0,860;0,830
15630;16;23;37;63;80;0,740;0,690;0,720;0,550;0,750
15631;2;26;44;57;74;0,520;0,960;0,570;0,540;0,610
15632;16;28;42;54;70;0,570;0,740;0,930;0,870;0,960
15633;10;28;35;59;71;0,850;0,940;0,940;0,570;0,760
15634;15;28;49;59;67;0,540;0,820;0,740;0,860;0,730
15635;13;33;35;54;71;0,890;0,820;0,830;0,800;0,900
15636;3;32;35;66;74;0,780;0,870;0,750;0,720;0,690
15637;3;28;39;60;75;0,550;0,690;0,530;0,940;0,860
15638;20;21;43;66;79;0,760;0,980;0,620;0,690;0,760
15639;2;22;36;62;73;0,950;0,620;0,660;0,730;0,950
15640;2;25;46;54;77;0,930;0,840;0,930;0,800;0,750
15641;3;24;39;52;78;0,580;0,850;0,840;0,900;0,760
15642;7;29;38;55;69;0,800;0,670;0,940;0,950;0,910
15643;13;26;37;63;70;0,980;0,970;0,570;0,880;0,770
15644;18;23;40;53;80;0,550;0,740;0,920;0,900;0,710
15645;12;23;40;56;70;0,970;0,760;0,610;0,590;0,650
15646;8;30;40;63;67;0,830;0,940;0,880;0,660;0,600
15647;19;23;50;53;69;0,900;0,830;0,720;0,750;0,900
15648;17;28;47;55;69;0,780;0,940;0,730;0,610;0,790
15649;20;29;48;56;80;0,820;0,600;0,890;0,980;0,730
15650;17;33;49;58;75;0,800;0,510;0,820;0,710;0,580
15651;17;33;44;57;70;0,530;0,790;0,960;0,900;0,810
15652;2;31;48;53;78;0,580;0,670;0,610;0,920;0,930
15653;9;32;50;52;77;0,820;0,600;0,720;0,710;0,760
15654;10;29;42;62;80;0,660;0,970;0,930;0,780;0,770
15655;12;22;48;51;77;0,720;0,870;0,910;0,870;0,750
15656;1;22;37;54;68;0,690;0,540;0,860;0,880;0,660
15657;18;27;45;66;77;0,790;0,660;0,590;0,820;0,580
15658;14;30;48;58;80;0,660;0,560;0,840;0,810;0,850
15659;20;31;47;61;77;0,900;0,800;0,870;0,930;0,600
15660;14;33;35;52;68;0,750;0,510;0,840;0,600;0,770
15661;18;23;39;51;74;0,570;0,580;0,940;0,850;0,660
15662;13;21;43;57;72;0,610;0,610;0,850;0,600;0,710
15663;9;30;49;65;67;0,920;0,840;0,750;0,600;0,580
15664;13;31;46;66;68;0,640;0,950;0,940;0,920;0,650
15665;13;23;47;59;70;0,540;0,680;0,870;0,800;0,870
15666;19;32;35;55;72;0,820;0,640;0,970;0,740;0,880
15667;13;22;46;61;67;0,550;0,590;0,720;0,610;0,600
15668;16;33;36;55;75;0,650;0,540;0,630;0,890;0,530
15669;7;26;39;65;70;0,920;0,850;0,660;0,760;0,640
15670;3;30;40;62;69;0,570;0,620;0,970;0,960;0,660
15671;9;29;44;51;74;0,810;0,780;0,740;0,940;0,600
15672;11;22;49;57;75;0,670;0,520;0,830;0,960;0,960
15673;7;29;46;65;76;0,590;0,640;0,970;0,630;0,980
15674;8;21;48;66;67;0,880;0,550;0,800;0,620;0,790
15675;10;33;36;54;75;0,940;0,820;0,650;0,880;0,900
15676;2;23;50;52;71;0,790;0,540;0,750;0,840;0,600
15677;11;29;47;51;75;0,520;0,770;0,630;0,680;0,940
15678;11;27;40;63;68;0,680;0,840;0,530;0,860;0,900
15679;2;28;40;53;80;0,950;0,880;0,670;0,570;0,700
15680;13;22;46;51;68;0,950;0,800;0,510;0,750;0,890
15681;12;31;41;57;71;0,820;0,940;0,860;0,830;0,750
15682;1;22;45;54;70;0,770;0,870;0,810;0,820;0,560
15683;14;25;46;63;73;0,910;0,510;0,750;0,660;0,510
15684;18;24;39;52;74;0,640;0,840;0,570;0,930;0,920
15685;17;25;38;66;67;0,890;0,670;0,790;0,880;0,680
15686;2;24;40;59;72;0,780;0,770;0,590;0,550;0,890
15687;7;31;34;62;71;0,910;0,840;0,920;0,910;0,820
15688;4;22;50;55;75;0,540;0,930;0,710;0,790;0,850
15689;8;28;46;64;80;0,520;0,830;0,750;0,720;0,660
15690;13;31;45;54;71;0,630;0,810;0,600;0,800;0,800
15691;6;30;49;54;70;0,890;0,780;0,880;0,950;0,570
15692;16;31;36;61;78;0,730;0,660;0,710;0,730;0,750
15693;13;32;42;65;75;0,840;0,670;0,550;0,790;0,840
15694;14;29;46;51;72;0,810;0,980;0,530;0,880;0,860
15695;9;33;44;55;67;0,750;0,650;0,650;0,870;0,860
15696;15;28;50;56;71;0,890;0,880;0,680;0,760;0,690
15697;20;31;44;52;75;0,910;0,530;0,720;0,570;0,690
15698;20;30;42;58;76;0,960;0,550;0,690;0,890;0,880
15699;9;33;42;63;78;0,510;0,520;0,630;0,960;0,760
15700;5;21;50;54;80;0,730;0,840;0,930;0,920;0,970
15701;5;29;34;56;70;0,700;0,510;0,870;0,720;0,810
15702;5;26;44;52;71;0,920;0,530;0,920;0,610;0,720
15703;12;30;40;54;79;0,670;0,830;0,600;0,530;0,620
15704;2;23;42;60;76;0,950;0,610;0,610;0,520;0,640
15705;19;21;49;60;76;0,570;0,800;0,730;0,510;0,670
15706;19;26;46;66;77;0,920;0,560;0,510;0,760;0,510
15707;8;30;34;63;70;0,840;0,970;0,890;0,970;0,600
15708;14;31;49;66;70;0,530;0,560;0,890;0,660;0,730
15709;16;31;36;54;70;0,880;0,690;0,610;0,570;0,720
15710;9;25;43;59;71;0,820;0,860;0,930;0,800;0,760
15711;20;27;35;64;73;0,780;0,620;0,950;0,810;0,640
15712;6;31;35;59;67;0,920;0,520;0,800;0,580;0,910
15713;17;33;46;52;74;0,820;0,720;0,600;0,660;0,860
15714;15;26;47;61;74;0,720;0,530;0,740;0,860;0,750
15715;5;29;36;55;78;0,880;0,720;0,850;0,680;0,800
15716;11;28;46;61;68;0,970;0,800;0,750;0,750;0,650
15717;6;28;46;54;78;0,790;0,630;0,670;0,720;0,720
15718;18;23;37;60;77;0,580;0,960;0,650;0,680;0,790
15719;8;30;35;65;70;0,880;0,900;0,510;0,680;0,540
15720;9;26;41;52;71;0,640;0,870;0,570;0,820;0,770
15721;7;32;37;57;74;0,640;0,620;0,650;0,810;0,700
15722;12;30;36;59;77;0,920;0,810;0,980;0,540;0,590
15723;3;23;49;56;68;0,550;0,980;0,750;0,910;0,630
15724;19;33;47;56;80;0,530;0,560;0,910;0,960;0,800
15725;10;30;39;64;69;0,700;0,890;0,920;0,650;0,730
15726;18;33;34;51;72;0,650;0,690;0,850;0,970;0,660
15727;15;28;42;58;79;0,540;0,730;0,710;0,600;0,960
15728;20;23;48;60;68;0,810;0,540;0,900;0,890;0,580
15729;3;26;39;63;68;0,920;0,620;0,580;0,530;0,920
15730;14;27;36;53;76;0,530;0,780;0,930;0,700;0,660
15731;6;25;37;64;72;0,840;0,920;0,650;0,650;0,650
15732;9;22;48;61;68;0,580;0,980;0,860;0,750;0,810
15733;12;28;38;65;68;0,720;0,570;0,820;0,830;0,930
15734;9;26;45;52;80;0,540;0,780;0,830;0,530;0,750
15735;18;28;46;52;78;0,520;0,780;0,940;0,540;0,910
15736;13;28;50;64;75;0,740;0,630;0,650;0,960;0,710
15737;19;21;42;53;70;0,780;0,960;0,510;0,720;0,570
15738;13;32;34;56;67;0,840;0,720;0,730;0,530;0,530
15739;20;27;48;60;69;0,690;0,540;0,920;0,540;0,920
15740;19;30;44;59;74;0,520;0,680;0,690;0,900;0,910
15741;15;32;35;56;75;0,530;0,740;0,640;0,940;0,960
15742;12;26;39;53;68;0,730;0,950;0,940;0,780;0,710
15743;17;33;40;59;73;0,800;0,950;0,890;0,830;0,780
15744;10;24;38;63;71;0,750;0,550;0,900;0,940;0,590
15745;18;30;48;64;77;0,830;0,660;0,630;0,790;0,720
15746;8;30;42;51;76;0,870;0,710;0,580;0,730;0,680
15747;10;26;44;61;75;0,740;0,570;0,710;0,870;0,880
15748;7;25;49;54;71;0,970;0,680;0,860;0,850;0,620
15749;12;26;34;54;72;0,970;0,840;0,920;0,730;0,640
15750;6;31;43;51;73;0,570;0,900;0,740;0,580;0,880
15751;15;28;47;55;77;0,980;0,760;0,920;0,850;0,730
15752;4;23;37;52;79;0,880;0,830;0,840;0,690;0,770
15753;13;26;36;52;74;0,890;0,840;0,820;0,510;0,920
15754;13;27;47;60;72;0,730;0,900;0,740;0,580;0,800
15755;6;31;36;54;74;0,740;0,540;0,530;0,510;0,560
15756;12;24;42;59;76;0,670;0,730;0,830;0,970;0,690
15757;1;28;47;55;76;0,950;0,530;0,980;0,800;0,930
15758;10;32;37;51;77;0,770;0,970;0,700;0,930;0,530
15759;9;31;34;60;74;0,920;0,970;0,860;0,660;0,920
15760;9;30;38;53;69;0,810;0,700;0,930;0,580;0,840
15761;2;29;50;59;76;0,600;0,680;0,870;0,910;0,590
15762;13;23;45;65;77;0,930;0,830;0,520;0,680;0,720
15763;10;33;36;62;72;0,580;0,770;0,840;0,610;0,870
15764;3;29;46;57;76;0,930;0,780;0,790;0,830;0,860
15765;19;27;40;52;74;0,810;0,580;0,590;0,510;0,640
15766;6;26;40;59;79;0,700;0,820;0,580;0,750;0,550
15767;7;21;41;51;79;0,690;0,510;0,800;0,800;0,910
15768;13;23;37;62;79;0,880;0,890;0,880;0,550;0,540
15769;17;32;40;51;70;0,590;0,910;0,910;0,670;0,630
15770;6;32;50;55;73;0,880;0,720;0,620;0,750;0,890
15771;16;22;49;62;73;0,960;0,710;0,690;0,900;0,510
15772;13;29;46;53;69;0,910;0,610;0,630;0,800;0,740
15773;16;31;38;62;70;0,720;0,880;0,890;0,940;0,950
15774;20;26;40;51;73;0,830;0,760;0,850;0,870;0,690
15775;14;31;50;63;78;0,980;0,930;0,810;0,720;0,840
15776;3;27;47;55;80;0,780;0,610;0,820;0,660;0,740
15777;14;28;48;66;75;0,930;0,850;0,730;0,570;0,530
15778;14;24;46;60;67;0,530;0,920;0,690;0,740;0,880
15779;8;29;37;54;74;0,980;0,660;0,520;0,940;0,970
15780;14;27;34;52;68;0,950;0,700;0,840;0,730;0,800
15781;17;23;47;61;75;0,750;0,590;0,810;0,780;0,520
15782;3;22;46;59;75;0,790;0,920;0,750;0,700;0,760
15783;15;26;49;63;72;0,630;0,970;0,530;0,880;0,760
15784;4;22;40;57;68;0,960;0,980;0,850;0,680;0,650
15785;19;22;45;63;74;0,550;0,980;0,570;0,900;0,980
15786;19;30;40;64;72;0,680;0,840;0,700;0,690;0,770
15787;11;31;48;66;74;0,620;0,540;0,860;0,760;0,740
15788;5;25;46;59;74;0,590;0,940;0,780;0,600;0,750
15789;8;21;44;65;71;0,770;0,710;0,540;0,630;0,510
15790;16;27;48;53;76;0,790;0,960;0,610;0,750;0,910
15791;10;22;43;52;67;0,880;0,720;0,880;0,670;0,590
15792;13;29;40;52;78;0,760;0,650;0,910;0,530;0,630
15793;19;27;40;64;79;0,950;0,950;0,730;0,540;0,800
15794;20;23;43;62;78;0,600;0,780;0,630;0,920;0,930
15795;11;25;40;66;79;0,640;0,790;0,970;0,650;0,510
15796;8;26;39;53;68;0,960;0,930;0,660;0,750;0,960
15797;16;22;44;57;78;0,810;0,570;0,610;0,760;0,980
15798;17;21;37;66;72;0,650;0,780;0,840;0,660;0,880
15799;16;30;46;64;69;0,600;0,740;0,570;0,810;0,810
15800;7;27;35;62;68;0,920;0,530;0,680;0,830;0,680
15801;14;33;49;56;77;0,750;0,900;0,780;0,890;0,640
15802;11;33;46;55;73;0,830;0,860;0,600;0,600;0,900
15803;19;27;36;54;77;0,660;0,860;0,930;0,870;0,840
15804;17;29;39;52;72;0,950;0,530;0,560;0,900;0,530
15805;1;33;43;66;74;0,980;0,750;0,870;0,920;0,590
15806;12;31;40;66;67;0,940;0,790;0,980;0,880;0,890
15807;17;22;37;60;74;0,690;0,690;0,910;0,650;0,930
15808;19;30;47;66;67;0,580;0,830;0,960;0,710;0,530
15809;13;21;38;64;72;0,780;0,700;0,800;0,680;0,670
15810;17;24;34;63;74;0,650;0,550;0,840;0,580;0,630
15811;5;29;45;62;76;0,740;0,700;0,830;0,870;0,610
15812;5;24;43;64;75;0,620;0,720;0,950;0,530;0,870
15813;15;22;50;56;68;0,760;0,820;0,740;0,590;0,970
15814;10;33;35;65;68;0,640;0,540;0,680;0,790;0,870
15815;17;31;39;56;74;0,650;0,740;0,640;0,690;0,660
15816;12;27;43;64;72;0,770;0,550;0,530;0,940;0,630
15817;19;26;41;61;72;0,810;0,770;0,900;0,810;0,760
15818;15;31;39;61;72;0,850;0,860;0,610;0,630;0,590
15819;13;31;43;66;77;0,740;0,740;0,890;0,610;0,890
15820;10;22;35;57;74;0,590;0,660;0,600;0,840;0,850
15821;10;25;37;53;77;0,650;0,980;0,750;0,830;0,530
15822;1;30;41;57;77;0,930;0,910;0,750;0,650;0,930
15823;8;24;34;61;79;0,840;0,600;0,550;0,630;0,900
15824;13;21;48;59;80;0,530;0,930;0,960;0,780;0,770
15825;20;22;39;58;76;0,650;0,830;0,890;0,540;0,570
15826;8;33;34;53;77;0,520;0,690;0,640;0,820;0,560
15827;9;27;41;64;67;0,550;0,860;0,680;0,520;0,810
15828;4;26;42;61;69;0,970;0,950;0,860;0,710;0,550
15829;17;22;39;55;80;0,610;0,730;0,920;0,890;0,940
15830;20;22;44;53;80;0,640;0,530;0,800;0,590;0,600
15831;20;29;43;55;72;0,770;0,910;0,900;0,760;0,920
15832;19;32;39;63;67;0,710;0,510;0,680;0,520;0,520
15833;19;21;46;57;76;0,870;0,650;0,590;0,830;0,560
15834;10;23;43;54;78;0,820;0,620;0,950;0,680;0,730
15835;16;33;34;62;67;0,870;0,560;0,960;0,630;0,730
15836;13;23;50;66;70;0,590;0,840;0,790;0,760;0,860
15837;7;28;40;59;70;0,810;0,720;0,840;0,980;0,730
15838;15;26;50;56;80;0,970;0,780;0,680;0,770;0,790
15839;4;22;49;64;80;0,610;0,530;0,680;0,710;0,660
15840;18;27;42;59;67;0,540;0,710;0,980;0,570;0,800
